id|creationDate|locationIP|browserUsed|content|length
755914436922|2011-12-07T02:38:10.813+0000|109.200.162.181|Internet Explorer|About Hungary, archy, and later constituted half of the AusAbout French Third Republic,|87
755914436923|2011-12-06T19:20:23.744+0000|190.96.189.165|Chrome|great|5
755914436924|2011-12-06T23:12:32.052+0000|31.47.223.39|Safari|right|5
1030792343870|2012-08-17T22:41:43.411+0000|103.22.164.117|Firefox|I see|5
1030792343871|2012-08-17T19:21:56.689+0000|61.16.136.118|Chrome|great|5
1030792343872|2012-08-17T21:16:55.030+0000|109.200.162.181|Internet Explorer|duh|3
1030792343873|2012-08-18T07:18:58.507+0000|148.235.131.43|Chrome|yes|3
1030792343874|2012-08-18T07:55:22.220+0000|61.17.61.136|Safari|About Talk About Our Love, ver, Talk About Our Love became a moderate chart success around the globe. While it peaked at number six on the UK Singles Chart,|156
1030792343875|2012-08-18T12:54:03.700+0000|61.17.61.136|Safari|thanks|6
1030792343876|2012-08-18T11:04:12.997+0000|190.92.56.149|Chrome|thx|3
1030792343877|2012-08-18T17:05:19.907+0000|109.200.162.181|Internet Explorer|LOL|3
1030792343878|2012-08-18T17:40:09.028+0000|24.49.203.161|Firefox|LOL|3
1030792343879|2012-08-17T19:57:09.583+0000|61.16.136.118|Chrome|About Arnold Schwarzenegger, des, who was California State Treasurer at tAbout Will Sm|86
1030792343880|2012-08-18T19:28:13.990+0000|61.16.136.118|Chrome|thx|3
1030792343881|2012-08-18T09:17:44.793+0000|31.40.121.246|Chrome|fine|4
1030792343882|2012-08-18T13:56:59.955+0000|111.68.29.19|Firefox|About Arnold Schwarzenegger, and American former professional bodybuilAbout Mali,|81
755914436940|2011-12-12T23:29:55.665+0000|190.96.189.165|Chrome|thx|3
755914436941|2011-12-12T21:15:48.918+0000|14.197.112.217|Firefox|no way!|7
755914436942|2011-12-12T18:47:37.500+0000|31.171.192.220|Safari|no way!|7
755914436943|2011-12-12T21:16:12.304+0000|190.70.201.109|Chrome|About Marilyn Manson,  have engaged in intentionally shocking behavior both onstage |84
962072867153|2012-05-11T09:09:21.342+0000|77.244.155.199|Firefox|right|5
962072867154|2012-05-10T13:48:13.197+0000|103.22.164.117|Firefox|About Waking Up the Neighbours, m by Canadian singer/songwriter Bryan Adams released in|87
962072867155|2012-05-11T11:49:18.018+0000|190.92.56.149|Chrome|About South Sudan, then entering its sixteenth year. The name South Sudan Liberatio|83
962072867156|2012-05-12T03:09:42.660+0000|24.49.203.161|Firefox|roflol|6
962072867157|2012-05-11T08:03:36.305+0000|192.33.233.5|Internet Explorer|thanks|6
962072867158|2012-05-10T18:30:40.579+0000|31.216.154.26|Chrome|ok|2
962072867159|2012-05-10T12:47:34.538+0000|190.70.201.109|Chrome|About Arnold Schwarzenegger, il Angelides, who was California State TreasuAbout Niger, he|89
962072867160|2012-05-11T01:11:16.771+0000|24.49.203.161|Firefox|I see|5
962072867161|2012-05-10T16:34:16.259+0000|192.33.233.5|Internet Explorer|About Buddy Holly, Clapton, and exerted a profound influence onAbout Waking Up the Nei|86
962072867162|2012-05-11T11:49:38.083+0000|148.235.131.43|Chrome|right|5
962072867163|2012-05-10T14:23:55.089+0000|190.96.189.165|Chrome|About Chile, rritory. It was not until the 1880s that the Mapuche were completely subjugated. Although relatively free of the coups and arbitrary gove|150
962072867165|2012-06-24T11:45:15.177+0000|31.171.192.220|Safari|About Tanzania, anda to the north, Rwanda, Burundi, and the Democratic Republ|77
962072867166|2012-06-24T15:03:23.187+0000|24.49.203.161|Firefox|About Swedish Empire,  in status of the Swedish estates favoured by the kings and pe|84
962072867167|2012-06-24T16:22:19.709+0000|192.33.233.5|Internet Explorer|yes|3
962072867168|2012-06-23T19:33:36.477+0000|61.17.61.136|Safari|About Arnold Schwarzenegger, a Shriver. The couple separated in 2011 afterAbout We Care a|89
962072867169|2012-06-23T20:04:15.236+0000|190.96.189.165|Chrome|About Arnold Schwarzenegger, ort. Schwarzenegger gained worldwide faAbout Tie|77
962072867170|2012-06-23T20:39:05.891+0000|46.134.2.165|Chrome|yes|3
962072867171|2012-06-25T03:44:13.262+0000|203.215.63.48|Firefox|About Poland, e vast country from the map. It was originally meant to boost the morale of|89
962072867172|2012-06-24T20:40:11.911+0000|196.29.42.107|Firefox|duh|3
962072867173|2012-06-25T01:48:42.146+0000|196.29.42.107|Firefox|duh|3
962072867174|2012-06-25T05:05:33.026+0000|61.17.61.136|Safari|duh|3
962072867175|2012-06-23T20:18:01.460+0000|190.70.201.109|Chrome|cool|4
962072867176|2012-06-24T04:54:49.546+0000|81.25.44.176|Safari|ok|2
962072867177|2012-06-25T00:49:22.325+0000|14.197.112.217|Firefox|About Chet Atkins, he Nashville sound, which expanded country's appeal to adult pop mus|87
962072867178|2012-06-25T06:20:18.096+0000|31.171.192.220|Safari|maybe|5
962072867179|2012-06-23T19:33:17.031+0000|180.150.252.37|Internet Explorer|no|2
962072867180|2012-06-24T00:25:13.040+0000|192.33.233.5|Internet Explorer|roflol|6
962072867181|2012-06-23T19:47:24.877+0000|31.171.192.220|Safari|right|5
962072867182|2012-06-25T04:04:32.440+0000|27.113.253.222|Chrome|ok|2
962072867183|2012-06-23T21:39:57.201+0000|190.70.201.109|Chrome|About Arnold Schwarzenegger,  special recall election to replace then-GoveAbout Billie Ho|89
1030792343921|2012-08-12T01:14:22.403+0000|93.190.10.197|Internet Explorer|thx|3
1030792343952|2012-07-13T00:22:25.724+0000|190.70.201.109|Chrome|thx|3
1030792343953|2012-07-12T13:03:34.300+0000|46.62.239.146|Chrome|cool|4
1030792343954|2012-07-12T05:13:25.675+0000|190.92.56.149|Chrome|About Arnold Schwarzenegger, d Alois Schwarzenegger is an Austrian anAbout Uni|78
1030792343955|2012-07-12T12:31:20.089+0000|24.49.203.161|Firefox|right|5
1030792343956|2012-07-13T02:07:01.024+0000|31.216.154.26|Chrome|cool|4
1030792343957|2012-07-12T19:14:43.016+0000|77.244.155.199|Firefox|no|2
1030792343958|2012-07-12T05:13:56.909+0000|61.17.61.136|Safari|About Arnold Schwarzenegger, elected on November 7, 2006, in California's 2006 guAbout United Nations Interim Administration Mission in Kosovo, f the Eur|153
1030792343959|2012-07-12T05:18:40.560+0000|61.16.136.118|Chrome|About Arnold Schwarzenegger, emained a prominent presence iAbout Jackie Robinson, th the |89
1030792343960|2012-07-12T17:44:12.698+0000|1.196.89.169|Firefox|About Johannes Brahms, m unpublished. Brahms is often considered both About United Nations Interim Administration Mission in Kosovo, Securi|139
1030792343961|2012-07-12T18:33:50.577+0000|31.47.223.39|Safari|About Queen Elizabeth The Queen Mother, f the family, when othAbout Johannes Brahms,  H|87
1030792343962|2012-07-12T13:51:01.305+0000|192.33.233.5|Internet Explorer|About United Nations Interim Administration Mission in Kosovo,  ultimate r|74
618475483549|2011-08-19T19:04:18.338+0000|77.244.155.199|Firefox|About Arnold Schwarzenegger, bernatorial election, to serve a full termAbout Rober|82
618475483550|2011-08-19T19:04:28.365+0000|24.49.203.161|Firefox|About Claude Monet, 5 December 1926) was a founder of FrenAbout Robert A. |74
618475483551|2011-08-19T23:05:38.569+0000|31.47.223.39|Safari|About Claude Monet, ndscape painting. The term IAbout Robert A. Heinlein, etime ac|82
618475483552|2011-08-19T19:49:05.198+0000|77.244.155.199|Firefox|cool|4
618475483553|2011-08-20T10:39:21.914+0000|31.47.223.39|Safari|right|5
618475483554|2011-08-20T12:57:53.943+0000|109.200.162.181|Internet Explorer|good|4
618475483555|2011-08-19T20:23:38.765+0000|14.197.112.217|Firefox|thx|3
618475483556|2011-08-20T05:20:38.077+0000|77.244.155.199|Firefox|good|4
618475483557|2011-08-20T00:13:58.262+0000|14.197.112.217|Firefox|great|5
618475483558|2011-08-19T19:06:55.992+0000|190.96.189.165|Chrome|About Arnold Schwarzenegger, arzenegger is an Austrian and AmericanAbout L|74
618475483559|2011-08-20T19:04:52.117+0000|24.49.203.161|Firefox|cool|4
618475483560|2011-08-20T03:30:31.457+0000|77.244.155.199|Firefox|About Arnold Schwarzenegger,  for his second term on January 5, 2007. SchAbout Felix M|86
618475483561|2011-08-20T11:43:33.530+0000|31.216.154.26|Chrome|About Weird Al Yankovic, ll Records. The album was one of many produced by former The|85
1030792343979|2012-08-10T08:37:46.095+0000|14.197.112.217|Firefox|About David Beckham, ed to sign for Real Madrid in 2003, where he remained for fou|82
1030792343980|2012-08-10T10:16:24.522+0000|148.235.131.43|Chrome|About Islands in the Stream, arton and Rogers reunited to perform the song on the CM|84
1030792343981|2012-08-09T17:43:48.943+0000|31.40.121.246|Chrome|About Pablo Picasso, nvention of constructed sculpture, the co-invention of collage, an|87
1030792343982|2012-08-10T10:17:55.453+0000|190.70.201.109|Chrome|no way!|7
1030792343983|2012-08-10T08:48:07.875+0000|109.200.162.181|Internet Explorer|thanks|6
1030792343984|2012-08-09T17:23:07.511+0000|196.29.42.107|Firefox|About Arnold Schwarzenegger, mber 7, 2006, in California's 2006 gubernatAbout Fix Yo|84
1030792343985|2012-08-10T10:48:15.823+0000|190.96.189.165|Chrome|About Arnold Schwarzenegger, elides, who was California State Treasurer at the time. SchwarzeneggerAbout Alexander Pushkin, xander Sergeyev|139
1030792343986|2012-08-10T03:05:44.084+0000|190.92.56.149|Chrome|fine|4
1030792343987|2012-08-10T00:45:04.597+0000|148.235.131.43|Chrome|yes|3
893353390517|2012-04-08T20:05:48.110+0000|190.96.189.165|Chrome|no way!|7
893353390518|2012-04-08T20:13:36.299+0000|103.22.164.117|Firefox|duh|3
893353390519|2012-04-09T06:59:06.688+0000|190.70.201.109|Chrome|About Samuel L. Jackson, first five of a nine-film commitment as the chara|74
893353390521|2012-04-05T18:05:13.274+0000|24.49.203.161|Firefox|cool|4
893353390522|2012-04-05T21:27:26.068+0000|190.96.189.165|Chrome|cool|4
1030792343996|2012-07-22T08:44:52.220+0000|61.16.136.118|Chrome|fine|4
1030792343997|2012-07-22T07:22:24.732+0000|148.235.131.43|Chrome|thanks|6
1030792343998|2012-07-22T20:35:13.168+0000|109.200.162.181|Internet Explorer|good|4
1030792343999|2012-07-22T08:07:05.339+0000|103.22.164.117|Firefox|fine|4
1030792344000|2012-07-22T05:05:13.698+0000|103.22.164.117|Firefox|About Opposites Attract,  from the album, and achieved success in many countries, includin|90
1030792344001|2012-07-22T07:40:03.149+0000|31.47.223.39|Safari|About Heartbreak Hotel, a lonely man who jumped from a hotel window. Axton subsequently presented the song to Presley in November 1955 |135
824633913843|2012-02-07T09:01:05.015+0000|190.96.189.165|Chrome|About The Notorious B.I.G.,  raised in the Brooklyn borough of New York City. W|79
824633913844|2012-02-07T10:30:18.814+0000|109.200.162.181|Internet Explorer|I see|5
824633913845|2012-02-08T03:26:13.661+0000|31.171.192.220|Safari|About Au cœur du stade, the Heart of the Stadium) is a live album by Canadian sin|81
824633913846|2012-02-08T00:12:04.292+0000|31.216.154.26|Chrome|thanks|6
824633913847|2012-02-07T06:53:56.352+0000|77.244.155.199|Firefox|About John Adams, rk for strings. His well-known operas include Nixon in China (1987), wh|89
824633913848|2012-02-08T04:05:21.577+0000|83.142.250.69|Internet Explorer|duh|3
824633913849|2012-02-07T09:11:38.929+0000|148.235.131.43|Chrome|no way!|7
824633913850|2012-02-07T08:22:53.893+0000|91.223.132.248|Internet Explorer|About Arnold Schwarzenegger, ng Democrat Phil Angelides, who was CalifornAbout George G|87
824633913851|2012-02-07T15:53:02.874+0000|77.244.155.199|Firefox|About Andre Agassi, rt of a winning Davis Cup team in 1990 and 1992. He is the only male singles player in h|108
824633913852|2012-02-07T06:46:31.028+0000|203.215.63.48|Firefox|fine|4
824633913853|2012-02-07T06:57:31.352+0000|31.47.223.39|Safari|thx|3
824633913854|2012-02-08T01:35:17.627+0000|31.171.192.220|Safari|great|5
824633913855|2012-02-08T03:17:34.811+0000|77.244.155.199|Firefox|About Joan Baez, her recording career in 1960, and achieved immediate success. |79
824633913856|2012-02-07T19:52:54.342+0000|109.200.162.181|Internet Explorer|no|2
824633913857|2012-02-07T09:19:51.836+0000|41.74.44.241|Chrome|I see|5
824633913858|2012-02-08T00:52:34.602+0000|190.96.189.165|Chrome|About Edward Elgar, tius (1900), based on a Roman Catholic text that caused some disquiet|89
824633913859|2012-02-08T14:43:49.285+0000|190.96.189.165|Chrome|right|5
824633913860|2012-02-07T20:46:39.430+0000|31.216.154.26|Chrome|thanks|6
824633913861|2012-02-07T16:18:33.496+0000|190.92.56.149|Chrome|fine|4
824633913862|2012-02-07T18:44:47.645+0000|31.216.154.26|Chrome|duh|3
824633913864|2012-02-21T11:59:48.136+0000|31.47.223.39|Safari|About Arnold Schwarzenegger,  in for his second term on January 5, About Wo|75
824633913865|2012-02-21T21:05:45.206+0000|91.223.132.248|Internet Explorer|thx|3
824633913866|2012-02-21T05:28:12.912+0000|190.70.201.109|Chrome|roflol|6
893353390634|2012-04-27T04:48:13.107+0000|31.171.192.220|Safari|cool|4
893353390635|2012-04-26T09:22:56.420+0000|190.70.201.109|Chrome|great|5
893353390636|2012-04-27T05:54:59.574+0000|31.171.192.220|Safari|maybe|5
893353390637|2012-04-26T10:36:48.548+0000|203.215.63.48|Firefox|About Arnold Schwarzenegger, is acting career and more recently the GovAbout Ralph|82
893353390638|2012-04-26T23:14:10.901+0000|31.216.154.26|Chrome|About Arthur Wellesley, 1st Duke of Wellington,  the Battle of Vitoria in 1|75
893353390639|2012-04-26T18:10:50.879+0000|31.216.154.26|Chrome|About Arnold Schwarzenegger,  Schwarzenegger began to weight train at theAbout Mohandas Karamchand Gandhi, by a Hindu nationalist |130
893353390640|2012-04-26T12:32:22.330+0000|192.33.233.5|Internet Explorer|cool|4
893353390641|2012-04-27T04:08:33.456+0000|109.200.162.181|Internet Explorer|no|2
893353390642|2012-04-27T05:13:43.843+0000|27.113.253.222|Chrome|roflol|6
893353390643|2012-04-26T23:52:28.630+0000|27.113.253.222|Chrome|About Arnold Schwarzenegger, er, actor, businessman, invesAbout Ralph Waldo Emerson, |85
893353390644|2012-04-27T07:09:25.483+0000|190.92.56.149|Chrome|duh|3
893353390698|2012-04-24T21:47:54.488+0000|1.196.89.169|Firefox|About Arnold Schwarzenegger, ing his acting career and more recently About Sex|78
893353390699|2012-04-24T22:15:47.894+0000|109.200.162.181|Internet Explorer|About Are You Gonna Be My Girl,  for Life. To be honest with you that kind of annoyed |86
893353390700|2012-04-24T22:33:21.603+0000|190.92.56.149|Chrome|roflol|6
893353390701|2012-04-25T03:11:50.579+0000|103.3.252.6|Firefox|cool|4
893353390702|2012-04-24T21:59:08.919+0000|1.196.89.169|Firefox|maybe|5
893353390703|2012-04-25T02:36:21.080+0000|61.17.61.136|Safari|no way!|7
893353390704|2012-04-24T21:52:20.246+0000|103.22.164.117|Firefox|About Sexual Eruption, ery. This is his first Top 10 as a solAbout Thirteen|75
893353390705|2012-04-25T11:00:44.467+0000|190.70.201.109|Chrome|About Sint Maarten, m is the football team of Sint Maarten, the Dutch half of t|79
893353390706|2012-04-25T18:22:45.668+0000|27.113.253.222|Chrome|About Hermann Göring, g to assume control of the Reich. Hitler About Sexual Erup|80
893353390707|2012-04-24T23:22:28.688+0000|24.49.203.161|Firefox|yes|3
893353390708|2012-04-25T20:41:00.317+0000|81.94.3.63|Firefox|great|5
893353390709|2012-04-25T01:40:59.656+0000|190.92.56.149|Chrome|About Phil Collins, rums and shared lead vocals (with Brian ChatAbout Sexual Eruption,|86
893353390710|2012-04-25T11:01:04.629+0000|109.200.162.181|Internet Explorer|About Paul Hindemith, 6 November 1895 – 28 December 1963) was a German composer, violist|88
893353390711|2012-04-24T21:52:30.322+0000|61.17.61.136|Safari|great|5
893353390712|2012-04-25T12:53:43.497+0000|190.96.189.165|Chrome|right|5
893353390713|2012-04-25T11:14:47.429+0000|31.171.192.220|Safari|great|5
618475483771|2011-08-05T13:09:46.306+0000|31.216.154.26|Chrome|no|2
618475483772|2011-08-05T14:32:58.053+0000|14.197.112.217|Firefox|no way!|7
618475483773|2011-08-05T11:27:44.339+0000|31.47.223.39|Safari|About Fat Joe, zed feud with another New York City-based rapper 50 Cent, who attacked Fa|88
618475483774|2011-08-06T10:15:27.666+0000|31.47.223.39|Safari|roflol|6
618475483775|2011-08-05T11:24:52.513+0000|31.216.154.26|Chrome|About Arnold Schwarzenegger, age 20 and went on to win the Mr. Olympia conteAbout Buddy Holl|92
618475483776|2011-08-05T14:28:29.883+0000|14.197.112.217|Firefox|great|5
618475483777|2011-08-05T18:21:45.449+0000|77.244.155.199|Firefox|About Adrenaline Rush 2007,  falling to #48 in its second week with 18,000 copies sold, th|90
618475483778|2011-08-05T13:04:23.683+0000|31.216.154.26|Chrome|thx|3
618475483779|2011-08-05T15:17:22.559+0000|109.200.162.181|Internet Explorer|About Arnold Schwarzenegger, or of California from 2003 until 2011. SAbout I Am|79
618475483780|2011-08-06T03:46:15.949+0000|190.70.201.109|Chrome|fine|4
1030792344198|2012-08-20T10:21:33.492+0000|46.182.194.26|Firefox|About Arnold Schwarzenegger, ng and he has written several books and nuAbout Tony B|83
1030792344199|2012-08-19T22:35:01.524+0000|27.113.248.135|Firefox|About Arnold Schwarzenegger, tten several books and numerous articles on tAbout Ruhollah |89
1030792344200|2012-08-20T01:31:52.986+0000|192.33.233.5|Internet Explorer|About Under the Bridge, spondency, and to reflect on narcotics and their impact on his|86
1030792344201|2012-08-20T12:19:53.612+0000|109.200.162.181|Internet Explorer|great|5
1030792344202|2012-08-20T06:35:41.650+0000|31.40.121.246|Chrome|right|5
1030792344203|2012-08-20T08:30:50.305+0000|61.16.136.118|Chrome|About Arnold Schwarzenegger, an. Schwarzenegger served as the 38th Governor of California from 2003 until 2011. ScAbout Rust in Peace, lmusic described the record as eas|169
1030792344204|2012-08-20T02:48:54.778+0000|46.62.239.146|Chrome|ok|2
1030792344205|2012-08-20T19:41:06.206+0000|27.113.253.222|Chrome|fine|4
1030792344206|2012-08-20T15:03:52.209+0000|148.235.131.43|Chrome|About Arnold Schwarzenegger, f Davis's term. Schwarzenegger was then re-elected on November 7,About Swaziland, -Boer War saw the|128
1030792344207|2012-08-20T12:50:46.572+0000|24.49.203.161|Firefox|maybe|5
1030792344208|2012-08-21T12:09:42.088+0000|61.17.61.136|Safari|right|5
893353390738|2012-04-13T23:22:09.036+0000|14.197.112.217|Firefox|LOL|3
893353390739|2012-04-13T22:51:20.944+0000|31.171.192.220|Safari|thx|3
893353390740|2012-04-13T22:01:46.529+0000|190.70.201.109|Chrome|ok|2
893353390741|2012-04-14T18:40:13.569+0000|24.49.203.161|Firefox|cool|4
893353390742|2012-04-13T22:32:07.094+0000|103.22.164.117|Firefox|ok|2
893353390743|2012-04-13T21:09:24.714+0000|27.113.253.222|Chrome|About Land of a Thousand Dances, ever received mention again, either in the Ke|78
893353390744|2012-04-13T22:36:47.526+0000|77.244.155.199|Firefox|right|5
893353390745|2012-04-14T05:11:56.121+0000|1.196.89.169|Firefox|right|5
893353390746|2012-04-13T19:06:29.983+0000|27.113.253.222|Chrome|right|5
893353390747|2012-04-13T19:57:54.239+0000|103.3.252.6|Firefox|About Arnold Schwarzenegger, t of bodybuilding and he has written seAbout Arm|77
893353390748|2012-04-13T18:56:19.249+0000|109.200.162.181|Internet Explorer|About Arnold Schwarzenegger, nuary 5, 2007. Schwarzenegger was married to Maria Shriver. The couple separateAbout Pope John Paul II,  religious alliance that|157
893353390749|2012-04-14T13:23:34.766+0000|103.3.252.6|Firefox|cool|4
893353390750|2012-04-14T07:28:31.990+0000|103.3.252.6|Firefox|maybe|5
893353390751|2012-04-13T22:12:09.021+0000|41.74.21.196|Firefox|good|4
893353390752|2012-04-13T20:07:59.434+0000|24.49.203.161|Firefox|fine|4
893353390753|2012-04-13T23:13:57.638+0000|109.200.162.181|Internet Explorer|About Desiderius Erasmus, octrine of predestination. His middle roadAbout Armageddo|83
893353390754|2012-04-14T05:14:30.496+0000|190.96.189.165|Chrome|no way!|7
893353390755|2012-04-14T00:36:05.309+0000|148.235.131.43|Chrome|cool|4
893353390756|2012-04-14T03:21:41.744+0000|103.3.252.6|Firefox|yes|3
618475483874|2011-07-23T08:19:58.490+0000|14.197.112.217|Firefox|great|5
618475483875|2011-07-23T02:12:45.081+0000|31.47.223.39|Safari|right|5
618475483876|2011-07-23T20:50:08.500+0000|14.197.112.217|Firefox|right|5
1030792344294|2012-08-27T06:38:45.305+0000|31.216.154.26|Chrome|no|2
1030792344295|2012-08-27T16:58:43.571+0000|109.200.162.181|Internet Explorer|About Arnold Schwarzenegger, blican, he was first elected on October 7, 200About The End I|90
1030792344296|2012-08-28T01:04:26.909+0000|31.216.154.26|Chrome|LOL|3
1030792344297|2012-08-27T06:17:58.916+0000|202.43.125.36|Firefox|ok|2
1030792344298|2012-08-28T12:26:07.166+0000|31.133.51.146|Firefox|yes|3
1030792344299|2012-08-27T10:28:32.974+0000|193.95.78.15|Firefox|About Arnold Schwarzenegger, ernor and Terminator). As a Republican, heAbout Stars|82
1030792344300|2012-08-27T18:11:07.571+0000|202.43.125.36|Firefox|About Arnold Schwarzenegger, m icon. He was nicknamed the Austrian Oak and About Neo-Assyr|90
1030792344301|2012-08-27T05:24:13.487+0000|192.33.233.5|Internet Explorer|great|5
1030792344302|2012-08-27T18:08:08.352+0000|111.68.29.19|Firefox|thx|3
1030792344303|2012-08-27T13:57:48.576+0000|190.70.201.109|Chrome|About Arnold Schwarzenegger, Governor of California from 2003 untilAbout Po|75
1030792344304|2012-08-27T05:22:48.336+0000|1.196.89.169|Firefox|LOL|3
1030792344305|2012-08-27T05:23:36.957+0000|93.190.10.197|Internet Explorer|yes|3
1030792344306|2012-08-27T18:18:45.887+0000|31.47.223.39|Safari|About Arnold Schwarzenegger, and politician. SchwarzeneAbout The End Is the |76
1030792344307|2012-08-27T06:39:53.149+0000|46.62.239.146|Chrome|ok|2
1030792344329|2012-08-29T19:23:26.319+0000|27.113.248.135|Firefox|thanks|6
1030792344330|2012-08-30T06:26:42.748+0000|1.196.89.169|Firefox|About Arnold Schwarzenegger,  was California State Treasurer at the time. ScAbout India, nd |92
1030792344331|2012-08-29T11:38:51.010+0000|61.16.136.118|Chrome|ok|2
1030792344344|2012-08-19T15:58:12.145+0000|31.216.154.26|Chrome|duh|3
1030792344345|2012-08-19T16:01:18.037+0000|27.113.248.135|Firefox|About Arnold Schwarzenegger, rian Oak in his bodybuilding days, Arnie About Moldo|81
1030792344346|2012-08-19T17:04:09.902+0000|111.68.29.19|Firefox|good|4
1030792344347|2012-08-19T22:48:31.012+0000|190.107.149.203|Firefox|About Harry S. Truman, rengthen international organizations; and to draw on the expertise of the |97
1030792344348|2012-08-20T09:45:01.100+0000|46.62.239.146|Chrome|About Arnold Schwarzenegger, ernor and Terminator). As a Republican, About Bos|78
1030792344349|2012-08-20T20:32:30.213+0000|31.47.223.39|Safari|thanks|6
1030792344350|2012-08-20T12:12:33.876+0000|46.182.194.26|Firefox|duh|3
1030792344351|2012-08-20T05:17:42.832+0000|61.17.61.136|Safari|About Karl Marx, produces the labour for such goods. Heavily cAbout Harry S. Truman, ubli|89
1030792344352|2012-08-19T23:48:52.106+0000|103.3.252.6|Firefox|fine|4
1030792344353|2012-08-20T18:32:22.699+0000|103.3.252.6|Firefox|roflol|6
1030792344354|2012-08-19T16:04:12.688+0000|109.200.162.181|Internet Explorer|right|5
1030792344355|2012-08-20T19:31:34.928+0000|190.70.201.109|Chrome|About Randy Newman, ive of a lunatic who hates short people. Since the 1980s, Newm|82
1030792344356|2012-08-20T11:32:42.920+0000|31.47.223.39|Safari|About Lindsay Davenport, en since 1975 who has been the year-end world no. 1 at least fou|89
1030792344357|2012-08-20T05:56:48.216+0000|1.196.89.169|Firefox|cool|4
1030792344358|2012-08-20T03:32:17.700+0000|27.113.248.135|Firefox|About Arnold Schwarzenegger, veral books and numerous articAbout Moldova, of the Europe|87
549756007221|2011-06-01T18:03:21.072+0000|192.33.233.5|Internet Explorer|no way!|7
549756007222|2011-06-01T20:15:24.165+0000|77.244.155.199|Firefox|roflol|6
549756007223|2011-06-01T10:16:10.451+0000|190.96.189.165|Chrome|About Roger Federer, n Ungur in a second round match. Federer has won a record six ATP World|92
549756007224|2011-06-01T12:06:59.205+0000|31.216.154.26|Chrome|right|5
549756007225|2011-06-01T18:27:12.997+0000|31.216.154.26|Chrome|About Louis XIII of France, y in the war against the Habsburg Empire came at|76
549756007226|2011-06-01T05:04:04.289+0000|31.47.223.39|Safari|About Arnold Schwarzenegger, est seven times. Schwarzenegger has remaiAbout South|81
824633914172|2012-02-10T14:31:24.427+0000|61.17.61.136|Safari|duh|3
824633914173|2012-02-10T08:11:25.393+0000|31.216.21.37|Chrome|About Paris Hilton, iety for her participation in a sex tape, which was released i|82
824633914174|2012-02-10T14:33:13.282+0000|190.96.189.165|Chrome|roflol|6
824633914175|2012-02-10T09:13:47.737+0000|24.49.203.161|Firefox|thanks|6
824633914176|2012-02-10T01:31:40.621+0000|109.200.162.181|Internet Explorer|fine|4
824633914177|2012-02-10T18:58:39.356+0000|190.96.189.165|Chrome|cool|4
1030792344387|2012-07-21T17:46:56.502+0000|61.17.61.136|Safari|roflol|6
1030792344388|2012-07-21T22:10:08.066+0000|109.200.162.181|Internet Explorer|About Agadoo, spent 30 weeks in the top 75. It went on to become the eighth best|80
1030792344389|2012-07-21T23:09:17.837+0000|31.171.192.220|Safari|About Sexy MF, s Strollin', from the previous year's Diamonds and Pearls. The |78
1030792344390|2012-07-22T21:16:38.368+0000|103.22.164.117|Firefox|I see|5
1030792344391|2012-07-22T20:14:52.112+0000|196.29.42.107|Firefox|cool|4
1030792344392|2012-07-21T11:44:26.519+0000|103.3.252.6|Firefox|About Mustafa Kemal Atatürk, ples of Atatürk's reforms, upon which modern Turk|78
1099511821130|2012-09-11T16:48:19.439+0000|31.40.121.246|Chrome|About Avril Lavigne, , with over 10.25 million copies certified by the RIAA. Her fourth|87
1099511821131|2012-09-11T19:26:38.577+0000|103.3.252.6|Firefox|About Arnold Schwarzenegger, as remained a prominent presence in the sAbout Equat|81
1099511821132|2012-09-11T17:48:19.078+0000|111.68.29.19|Firefox|duh|3
1099511821133|2012-09-11T21:41:15.968+0000|91.223.132.248|Internet Explorer|yes|3
1099511821134|2012-09-11T19:52:12.816+0000|31.209.191.168|Firefox|yes|3
1099511821135|2012-09-12T00:57:18.426+0000|46.62.239.146|Chrome|thx|3
1099511821136|2012-09-12T05:15:12.973+0000|1.196.89.169|Firefox|roflol|6
1099511821137|2012-09-11T16:48:29.475+0000|46.182.194.26|Firefox|LOL|3
1099511821138|2012-09-12T08:47:49.505+0000|77.244.155.199|Firefox|roflol|6
1099511821139|2012-09-11T17:07:19.858+0000|62.1.6.4|Chrome|cool|4
1099511821140|2012-09-11T20:50:53.757+0000|77.244.155.199|Firefox|thx|3
1099511821141|2012-09-11T16:58:59.905+0000|196.29.42.107|Firefox|roflol|6
1099511821142|2012-09-12T04:28:35.056+0000|192.33.233.5|Internet Explorer|no way!|7
1099511821143|2012-09-12T11:38:12.361+0000|31.209.191.168|Firefox|About Avril Lavigne, board 200 and the UK Albums Chart and herAbout Dry Your Eye|80
1099511821144|2012-09-13T03:19:32.130+0000|14.197.112.217|Firefox|About Namibia, gained independence from South Africa on 21 March 1990, following the Namibian War of Independence. Its capital and |131
1099511821145|2012-09-11T19:52:16.523+0000|190.96.189.165|Chrome|good|4
1099511821146|2012-09-12T11:47:47.527+0000|62.1.6.4|Chrome|thanks|6
481036530524|2011-04-01T19:44:57.030+0000|31.216.154.26|Chrome|About Harold Wilson, on, and abortion, as well as the abolition of capital punishment, due in part to the initiatives of backbench MPs who had the support of Roy Jenkins during h|178
618475484017|2011-07-26T14:24:14.023+0000|192.33.233.5|Internet Explorer|fine|4
